Gene,Fusion
SYNCRIP,3150
MTO1,3150
KANK2,8481
EPOR,8481
AC096574.5,9803
AL591893.1,14499
PRUNE,14499
APOE,8481
F11R,14499
FAM117B,9803
BMPR2,9803
NDUFAF6,5194
CCNE2,5194
RMDN1,5194
VPS18,8400
ZFYVE19,8400
TAC4,10750
VAV2,4233
TRUB2,4233
ZNF251,5194
TSHZ2,2888
SLCO4A1,2888
FAM65C,2888
STMN3,2888
LRCH1,1058
ZNF79,4233
SYT7,9113
CYB5R2,9113
CHD6,2888
SKAP1,10750
CA3,5194
CHMP4C,5194
ABHD12B,6514
UGT8,2237
RIPK2,5194
LDLRAD3,9113
SYT9,9113
IFT43,6514
SERPINA4,6514
LRRC24,5194
RNFT1,10750
SARM1,10750
CCDC64B,5049
HCFC1R1,5049
PNPLA2,9113
RHOB,9803
SLC2A4RG,2888
SYS1,2888
HOXB7,10750
CAPS,8481
SMIM14,2237
UGDH,2237
HOXB9,10750
CLN3,5049
FGFR3,2237
NPDC1,4233
RAB1B,9113
HYLS1,9113
DDX25,9113
PPP1R9B,10750
PPP2R4,4233
RSG1,14499
ANO7P1,14499
SPIN1,4233
NXNL2,4233
XYLT2,10750
PSCA,5194
ATP6V1G1,4233
C9ORF91,4233
ATXN1L,5049
C2ORF82,9803
EIF4E2,9803
MYO18A,10750
IMMP1L,9113
ELP4,9113
LIN52,6514
ECHDC2,14499
KIAA1522,14499
SPPL3,7911
IDH2,8400
SYS1-DBNDD2,2888
DKK3,9113
BRF2,5194
PTGS1,4233
LCE1F,14499
LCE2A,14499
MYH10,10750
OGDH,12397
PLEKHA4,8481
JUN,14499
DYNLRB1,2888
SEPT11,2237
VPS53,10750
GTF2B,14499
MUTYH,14499
ATP13A3,3979
TMEM44,3979
AOX1,9803
SMIM4,3979
STAB1,3979
NANS,4233
KNSTRN,8400
ZMYM2,1058
RPN2,2888
NETO2,5049
ITFG1,5049
BTBD10,9113
TERT,3555
FLVCR2,6514
BATF,6514
USF3,3979
DDHD2,5194
LINC01222,14499
DAB2,3555
LINC00604,3555
AC108676.1,3979
GBP2,14499
FGGY,14499
SCN2B,9113
SCN4B,9113
TESK2,14499
LVRN,3555
NEURL1,2967
PDCD11,2967
NR2F1-AS1,3555
LINC01332,3555
U47924.27,7911
ZNF510,4233
GPX7,14499
FAM159A,14499
ASIP,2888
PITPNC1,10750
NCK2,9803
TEN1,10750
CDK3,10750
KLHL5,2237
LY6H,5194
RALA,12397
YAE1D1,12397
KCNC2,7911
CAPS2,7911
APBA1,4233
PTAR1,4233
PAM,3555
LINC00492,3555
NFIB,4233
UNK,10750
PKD2L2,3555
TRHR,5194
NUFIP2,10750
NUP62,8481
CCDC122,1058
ENOX1,1058
ELMO1,12397
AOAH,12397
FRMPD3,3226
PRPS1,3226
NFIC,8481
PODXL2,3979
TYW1,12397
ZNF92,12397
UBL5,8481
PIN1,8481
PFDN2,14499
RPL7L1,3150
WBP2NL,3475
COMMD2,3979
WWTR1,3979
B3GNT3,8481
RNF26,9113
ACSS2,2888
DARS-AS1,9803
AC068492.1,9803
AC084193.1,9803
AC008067.2,9803
MSH6,9803
CSTF1,2888
CXCR4,9803
TMEM198B,7911
ABLIM2,2237
AL136419.6,6514
TM9SF1,6514
NUP210,3979
ASXL1,2888
RAVER1,8481
CHMP4A,6514
PAXIP1-AS1,12397
DUSP22,3150
GAS7,10750
GTPBP4,2967
ING4,7911
ACRBP,7911
MEX3A,14499
RPRD1B,2888
SF3B2,9113
IGHG1,6514
STK33,9113
TTC33,3555
POLH,3150
ZMYM3,3226
KLHL2,2237
INPP4B,2237
ANAPC10,2237
LINC01305,9803
SP9,9803
ZNF605,7911
CHFR,7911
TUBGCP2,2967
ADAM8,2967
LYPLAL1,14499
RRP15,14499
MDK,9113
TKTL1,3226
FAM205C,4233
CTBP2,2967
PTEN,2967
CSNK2A1,2888
ATP6V1G2-DDX39B,3150
SNAPC3,4233
POLR1E,4233
LST1,3150
AIF1,3150
COL9A2,14499
CA2,5194
SLAMF9,14499
FLI1,9113
CHRDL2,9113
LMBRD2,3555
UGT3A2,3555
PRRT4,12397
RBM28,12397
LINC00221,6514
SALL2,6514
METTL3,6514
AK7,6514
TEPP,5049
USB1,5049
UBE2V2,5194
FXR2,10750
ADNP2,1207
NSF,10750
KDM3B,3555
REEP2,3555
EHD4,8400
PRDM2,14499
WDR60,12397
FRRS1L,4233
CSF2RB,3475
PLCXD1,3226
WBP4,1058
SLC25A15,1058
RORC,14499
THEM4,14499
TMEFF2,9803
SDPR,9803
AP000347.2,3475
ASLP1,3475
LHX2,4233
DNAJC24,9113
NF1P3,1907
PPP6R2P1,1907
PHF6,3226
HPRT1,3226
ZNF519,1207
MAP1LC3A,2888
IGHM,6514
LMAN1,1207
LINC01416,1207
COL17A1,2967
MMEL1,14499
KRT14,10750
GRM7-AS2,3979
RPS17,8400
PJA2,3555
OTP,3555
COBLL1,9803
GRB14,9803
SPRR1B,14499
PCAT2,5194
GPR153,14499
ICMT,14499
KRT16P4,10750
CYC1,5194
SCRN3,9803
AC010894.3,9803
HSPA2,6514
GOLGA2,4233
HNRNPH3,2967
LAMP1,1058
PLCH2,14499
RPS16,8481
KRT84,7911
LINC00649,1907
NCKAP5,9803
AP2A1,8481
OAF,9113
WDR41,3555
TENM2,3555
AC100830.3,8400
AHNAK2,6514
ALYREF,10750
C1S,7911
COQ4,4233
DCPS,9113
ST3GAL4,9113
GAA,10750
KRT6A,7911
POLR3H,3475
RXRA,4233
TAF13,14499
WDR47,14499
UNC45A,8400
SHBG,10750
WRAP53,10750
C6ORF62,3150
PHBP12,14499
KIF20B,2967
TMEM181,3150
SYTL3,3150
NUP107,7911
ACSS3,7911
YIPF1,14499
ZCCHC11,14499
COL4A3,9803
FBXO36,9803
SHISA4,14499
MTMR2,9113
CLSTN2,3979
SCHLAP1,9803
UBE2E3,9803
CDK14,12397
SNX4,3979
HSCB,3475
FEN1,9113
FAR2,7911
OVCH1,7911
AC068580.7,9113
MGAT5,9803
TYMS,1207
PRSS3,4233
FGD6,7911
MIATNB,3475
RBX1,3475
B4GALT4,3979
DLC1,5194
PIWIL2,5194
PRKAR2A,3979
SLC25A20,3979
C8ORF46,5194
PIP4K2B,10750
AC113608.1,9803
SPDEF,3150
FBN2,3555
CDK11A,14499
SLC39A14,5194
FDFT1,5194
FGFR2,2967
COL14A1,5194
PCNX,6514
DSG2,1207
ZNF490,8481
AC079613.1,9803
SIMC1,3555
VAPA,1207
USP44,7911
MAGEC3,3226
MAGEC2,3226
MAGI3,14499
SYCP1,14499
DNAJC17,8400
RMDN3,8400
PKD1,5049
ABCA3,5049
FRS2,7911
KIAA1033,7911
PRR14L,3475
PISD,3475
SMG9,8481
LYPD5,8481
ELF3,14499
TTLL12,3475
ATP2A2,7911
TMPRSS11CP,2237
GNRHR,2237
MYCL,14499
TRIT1,14499
RNF165,1207
LMCD1-AS1,3979
GRM7-AS1,3979
ZC3H7B,3475
L3MBTL2,3475
NDUFS5,14499
AKIRIN1,14499
HEYL,14499
DTNA,1207
IGFL1P1,8481
DKFZP434J0226,8481
RFX4,7911
RIC8B,7911
PPIE,14499
RRAGC,14499
TRIM16L,10750
RHBDL2,14499
FASTKD3,3555
LINC01019,3555
COQ2,2237
LINC00616,2237
SYT11,14499
HOXB6,10750
CISD3,10750
ARFGEF2,2888
HILS1,10750
TMEM135,9113
GRM5-AS1,9113
PDZK1IP1,14499
PCGF2,10750
HOXB-AS3,10750
TMEM74,5194
KRT222,10750
SGCA,10750
XPOT,7911
MOB3B,4233
TEK,4233
DDR1,3150
NUP160,9113
PROM2,9803
FER1L6-AS2,5194
ZMIZ2,12397
UBA1,3226
SCGB2A2,9113
DENND1C,8481
CRB3,8481
CACNA1H,5049
FAM84B,5194
GOLM1,4233
AP000857.3,9113
NR2F2,8400
NME2,10750
WDR12,9803
HIC1,10750
MAPK14,3150
C7ORF55-LUC7L2,12397
UBN2,12397
LUC7L2,12397
DPH1,10750
OVCA2,10750
CTBP1-AS2,2237
FAM69B,4233
AC023669.1,12397
ERCC8,3555
ELOVL7,3555
SYNPO,3555
LRRC8A,4233
ITGB8,12397
CTDSP2,7911
EPHA1-AS1,12397
GTF2H3,7911
MFN2,14499
RFXAP,1058
ITGAX,5049
CSNK1G1,8400
DAPK2,8400
EIF2AK2,9803
CEBPZ,9803
FAM134C,10750
EVI5,14499
GFI1,14499
KHNYN,6514
DDX27,2888
EIF6,2888
RCOR1,6514
PPM1E,10750
ZBTB7B,14499
CARS,9113
OSBPL5,9113
AHRR,3555
EXOC3,3555
DUSP1,3555
APOL1,3475
LINC01138,14499
TBL1X,3226
WWC3,3226
ERC1,7911
WDR4,1907
FRMD3,4233
PLA2G7,3150
PEA15,14499
GREM1,8400
PLD3,8481
ZDHHC8,3475
ARL6IP4,7911
SHROOM3,2237
CDC42BPB,6514
DPYSL4,2967
EMX2OS,2967
AHCYL1,14499
GHITM,2967
KLF13,8400
ARHGEF2,14499
RBCK1,2888
C21ORF58,1907
TGM1,6514
ANKRD20A11P,1907
CYP4F35P,1207
C5ORF45,3555
NUMBL,8481
SERTAD1,8481
PRX,8481
ZNF330,2237
RNF125,1207
RPRD1A,1207
PCDHA10,3555
YES1,1207
AFG3L1P,5049
GAS8,5049
SPATS2,7911
DDX51,7911
ZNF10,7911
ZNF268,7911
CTDSP1,9803
DNM3OS,14499
UBE2D2,3555
TICAM1,8481
PLIN3,8481
DNAJC6,14499
LEPR,14499
LARP4,7911
DIP2B,7911
CUEDC1,10750
MRPS23,10750
PLCD3,10750
SLC19A1,1907
AXL,8481
SNRNP200,9803
NDUFAF2,3555
CCDC77,7911
ATG7,3979
SLC6A11,3979
AATF,10750
TMX3,1207
ZNF521,1207
PARP12,12397
DENND2A,12397
PBX3,4233
CASR,3979
GLE1,4233
CD3G,9113
UBR3,9803
PTPRJ,9113
FBXW4,2967
BTAF1,2967
MARCH5,2967
KDELR1,8481
SUGT1P3,1058
KAT6A,5194
CEP89,8481
SLC7A9,8481
LUC7L3,10750
CRHR1,10750
NUDC,14499
SYT17,5049
MFHAS1,5194
TFPI2,12397
TACC3,2237
ADGRF1,3150
SNRNP40,14499
CCDC12,3979
FABP4,5194
PRR35,5049
UGT1A6,9803
MROH2A,9803
CTSH,8400
FBXO11,9803
TMPRSS7,3979
C3ORF52,3979
ASAP1,5194
FAM19A5,3475
PPP1R8,14499
FMNL2,9803
UPP2,9803
HPN,8481
ASIC2,10750
ARHGAP5,6514
AKAP6,6514
PKD1L1,12397
CPE,2237
TLR3,2237
RAB8B,8400
TMEM127,9803
HCFC1,3226
C19ORF12,8481
SIK3,9113
PCSK7,9113
CAMK1D,2967
GPR63,3150
TNR,14499
MEGF8,8481
TTLL7,14499
C19ORF53,8481
ZNF431,8481
POMK,5194
HGSNAT,5194
CLPX,8400
PARP16,8400
TBRG4,12397
GTF3C1,5049
DCTPP1,5049
VPS37A,5194
SRM,14499
ERRFI1,14499
VWC2,12397
SPTBN5,8400
AC144450.2,9803
ZNF789,12397
C1QL1,10750
LINC01503,4233
ADAR,14499
INADL,14499
THOC2,3226
PRPF40A,9803
CORO1B,9113
SESN2,14499
DCAF5,6514
PAX9,6514
PTPRCAP,9113
TCL6,6514
UIMC1,3555
RPL37,3555
RPS25,9113
FOXR1,9113
STK17B,9803
HECW2,9803
SORL1,9113
ARID5B,2967
LRRC20,2967
UGGT2,1058
GRIK4,9113
CDC5L,3150
SPATS1,3150
OSGEPL1,9803
ORMDL1,9803
DEDD,14499
UFC1,14499
EPN1,8481
AP001596.6,1907
CYYR1-AS1,1907
IER2,8481
LLFOS-48D6.2,8481
EFTUD2,10750
HNRNPA0,3555
SLC7A7,6514
CHD7,5194
ENO2,7911
CCDC81,9113
CACNA1C,7911
SPSB2,7911
TRMT61B,9803
POU5F1B,5194
THSD7B,9803
AC022182.1,5194
C3AR1,7911
CLVS1,5194
YTHDF3,5194
SENP2,3979
MAP3K13,3979
EED,9113
SCD5,2237
GAK,2237
SRGAP1,7911
TMEM5,7911
SAMM50,3475
BPIFB4,2888
METTL24,3150
WASF1,3150
PRH1-PRR4,7911
TAS2R10,7911
PRR4,7911
TNK1,10750
TMEM256,10750
RCCD1,8400
AC009950.2,9803
SP140,9803
CLASP2,3979
FBXL2,3979
TMEM256-PLSCR3,10750
RNF214,9113
PAFAH1B2,9113
LINC01230,4233
DMRT2,4233
CPSF3,9803
EXOC5,6514
BRD7,5049
ATF6,14499
HCG27,3150
LINC00574,3150
SERBP1,14499
IL12RB2,14499
KHDRBS1,14499
ZNF274,8481
JPH1,5194
ZSWIM4,8481
C8ORF44-SGK3,5194
SGK3,5194
COPS5,5194
ICAM5,8481
ANO8,8481
RASSF3,7911
FRG1BP,2888
HSD17B8,3150
RING1,3150
SPAG4,2888
TMEM9B,9113
TMEM41B,9113
KIF6,3150
SIM2,1907
RIPPLY3,1907
WEE1,9113
TFEB,3150
NCLN,8481
ZNF398,12397
C2ORF54,9803
TK2,5049
CACFD1,4233
CD59,9113
DIDO1,2888
HNRNPL,8481
GNG4,14499
ADCK4,8481
LRCH4,12397
MTCL1,1207
MCF2L,1058
HSPA9,3555
PARP14,3979
PI4K2A,2967
RFWD3,5049
TRAPPC3,14499
RGAG4,3226
DHX15,2237
DNAJC10,9803
S100A4,14499
MRPL28,5049
POFUT2,1907
STK10,3555
TRRAP,12397
HP1BP3,14499
CHURC1,6514
ATF6B,3150
ZDHHC20,1058
FBXL13,12397
TTC21B-AS1,9803
AC010127.3,9803
PPP2CB,5194
MECP2,3226
ARHGAP6,3226
DIAPH3,1058
KIAA1324L,12397
CSNK1G2,8481
SLC37A1,1907
PFKFB1,3226
AC006486.10,8481
MLKL,5049
RRAGA,4233
SAXO1,4233
SELO,3475
TUBGCP6,3475
MICALL1,3475
EIF3L,3475
ATXN10,3475
DMTF1,12397
AC006486.9,8481
AC073343.13,12397
USP42,12397
ARL14,3979
PPM1L,3979
MTCH1,3150
ARL13B,3979
NSUN3,3979
HOMER1,3555
EXOSC10,14499
MINOS1,14499
RCC2,14499
SLC26A3,12397
ARL4D,10750
CDC42BPA,14499
FPGS,4233
LETMD1,7911
HES6,9803
KIAA1614,14499
ZNF207,10750
C1ORF21,14499
RALY,2888
NSUN2,3555
VPS26A,2967
PA2G4,7911
RNPS1,5049
GPATCH4,14499
YKT6,12397
SYAP1,3226
YWHAQ,9803
SEZ6L2,5049
ESR1,3150
CCDC170,3150
KLHL31,3150
DPYD,14499
MIR137HG,14499
DYNC1LI2,5049
EPHX3,8481
MAP2K2,8481
ZFAS1,2888
COG4,5049
AC005523.3,8481
ITPK1,6514
EIF3I,14499
IRS1,9803
INTU,2237
SLC25A31,2237
PHC2,14499
GOLGA4,3979
MLH1,3979
GPC4,3226
HS6ST2,3226
PLIN2,4233
TMTC4,1058
DENND4A,8400
SYCP2,2888
CYP4F32P,9803
TMED10,6514
NEK9,6514
CPQ,5194
ABCA13,12397
DAP,3555
ETFB,8481
SLCO4A1-AS1,2888
LOXL3,9803
NRG1,5194
MRPL48,9113
B3GALT5,1907
MUC5B,9113
FCRLB,14499
DUSP12,14499
ADCY5,3979
PAK1,9113
AAMDC,9113
GTDC1,9803
ZNF592,8400
ALPK3,8400
C9ORF173,4233
GABRA2,2237
CSF1,14499
TCF21,3150
TBPL1,3150
PITX1,3555
CCL2,10750
SVEP1,4233
LAMC1,14499
TMEM176A,12397
NPY,12397
POLR1B,9803
CLN8,5194
MAT2B,3555
HMMR,3555
BDH1,3979
AC024560.2,3979
SORBS2,2237
C11ORF98,9113
LBHD1,9113
NUP205,12397
C7ORF73,12397
UQCRC2,5049
LCMT1,5049
GGT6,10750
MYBBP1A,10750
TMCO3,1058
NCBP3,10750
LINC01315,3475
TCF20,3475
LMNTD2,9113
XRCC1,8481
SH3GL2,4233
ZNF418,8481
SHFM1,12397
SLC26A6,3979
AC073342.12,12397
KEL,12397
TP73,14499
CDKAL1,3150
GK5,3979
QTRT1,8481
LSS,1907
PIK3C2A,9113
MAP4K5,6514
AKIRIN2,3150
CYFIP2,3555
SGMS2,2237
CYP2U1,2237
ZFYVE21,6514
PPFIBP2,9113
BEAN1-AS1,5049
BLACE,12397
PGBD2,14499
CLDN2,3226
CD164,3150
FOPNL,5049
TBC1D20,2888
CHST3,2967
DNAJA2,5049
ATM,9113
INCENP,9113
LAMB1,12397
LARS,3555
CNNM2,2967
ANKS1B,7911
MAP3K4,3150
C6ORF118,3150
MED29,8481
FREM2,1058
TK1,10750
FXYD3,8481
PRDM15,1907
CRYZL1,1907
TMPRSS15,1907
HERC1,8400
CTSC,9113
TIMELESS,7911
TBC1D30,7911
OLA1,9803
DBI,9803
SPAG16,9803
DYTN,9803
BAZ2B,9803
MYT1L,9803
LDAH,9803
LINC01122,9803
AC010884.1,9803
MIER1,14499
IL23R,14499
METAP1D,9803
FARSB,9803
RBM44,9803
PEX19,14499
DEPTOR,5194
TAOK1,10750
TRPS1,5194
ENPP2,5194
CENPO,9803
RAB10,9803
TOP1MT,5194
TIMM23,2967
NOV,5194
TMEM71,5194
SLC13A2,10750
BPIFB1,2888
FSBP,5194
RAD54B,5194
ZMYM4,14499
HOXB8,10750
NBEAL2,3979
FMOD,14499
CYP2B7P,8481
ARSG,10750
CBX1,10750
SEC16A,4233
SLC30A1,14499
CPSF1,5194
PACS2,6514
XIST,3226
PLEKHA6,14499
SLC25A5-AS1,3226
RGS13,14499
TOMM40,8481
ABLIM3,3555
POU4F3,3555
NUP188,4233
AL109767.1,6514
SUPT3H,3150
ADGRB3,3150
FLJ22447,6514
C22ORF39,3475
UFD1L,3475
EXOSC4,5194
HIRA,3475
STK3,5194
NIPAL2,5194
DNAJB12,2967
UTRN,3150
STX11,3150
NSMF,4233
EXD3,4233
EFCAB2,14499
ZNF277,12397
MTCYBP24,12397
GMFB,6514
CNIH1,6514
ZNF506,8481
PPIB,8400
PPIF,2967
PFKP,2967
PITRM1-AS1,2967
C1ORF43,14499
SCAMP3,14499
VPS72,14499
SHANK2-AS2,9113
FSTL5,2237
AP002884.2,9113
BCO2,9113
LINC01317,9803
LTBP1,9803
LYSMD1,14499
PARD6G-AS1,1207
AC139100.3,1207
EFNA3,14499
SLC39A6,1207
SDC3,14499
LUM,7911
CPM,7911
KIF5A,7911
IPO5,1058
IRS2,1058
KRT76,7911
GLI1,7911
DCTN2,7911
CSRP1,14499
B4GALNT1,7911
SLC26A10,7911
TUBGCP3,1058
SPRY2,1058
ALPL,14499
PIP4K2C,7911
PITPNM3,10750
DTX3,7911
WI2-85898F10.2,3475
BRAT1,12397
UBE3B,7911
PVRL2,8481
CCAR1,2967
MZF1,8481
IFITM9P,9113
CDC27,10750
PTGES3,7911
JAKMIP3,2967
DUS2,5049
NIPBL,3555
WDR70,3555
FAM214A,8400
TRIM59,3979
SLC38A1,7911
DEAF1,9113
SCT,9113
REV1,9803
IGHD,6514
SMC5-AS1,4233
UAP1L1,4233
MAN1B1,4233
ANKRD13D,9113
ADRBK1,9113
BCOR,3226
CHD8,6514
RPLP2,9113
RTN3,9113
PCAT4,2237
SDHAF3,12397
MUC15,9113
SORD,8400
C15ORF43,8400
RBM19,7911
PHF24,4233
RNF185,3475
SMTN,3475
PLOD2,3979
IPO11,3555
KIAA0825,3555
CELSR2,14499
ANKIB1,12397
DTX2P1-UPK3BP1-PMS2P11,12397
POLR3G,3555
RET,2967
KLB,2237
AFP,2237
SLC23A2,2888
LRAT,2237
RBM46,2237
LOXL4,2967
MGLL,3979
DAD1,6514
HPCAL1,9803
SERPINA3,6514
CLDN10,1058
KAT5,9113
RASIP1,8481
ATP6V1C1,5194
LINC01181,5194
SNX17,9803
GTF3C3,9803
CDC42SE2,3555
RIMKLB,7911
CLEC6A,7911
WWC1,3555
TFAP4,5049
INIP,4233
KCNU1,5194
TAS2R14,7911
PRH2,7911
BHMT2,3555
ABCD4,6514
ZFYVE1,6514
WDR36,3555
NREP-AS1,3555
PROM1,2237
MMP28,10750
RFT1,3979
AY269186.1,3979
CWC22,9803
TXNDC11,5049
LITAF,5049
DRD4,9113
TCP11L1,9113
JPH2,2888
LLNLR-245B6.1,8481
DPRX,8481
RPA1,10750
PVR,8481
ARHGEF10L,14499
PADI6,14499
COX4I2,2888
RTP1,3979
RIF1,9803
ZNF606,8481
CHEK2,3475
TTC28,3475
GPC3,3226
LPXN,9113
TMEM19,7911
RAB21,7911
BRSK2,9113
TSPAN4,9113
C11ORF49,9113
CKAP5,9113
DBR1,3979
LINC00605,6514
REEP5,3555
NT5C3B,10750
PRRG2,8481
CCDC155,8481
ARHGAP29,14499
CIC,8481
IQSEC1,3979
SEMA5B,3979
SLC9A9,3979
KDM3A,9803
PARD3,2967
AP000230.1,1907
RFX3,4233
GLIS3,4233
FBXO34,6514
RALGAPA1,6514
STAT2,7911
PAN2,7911
VTCN1,14499
TRIM45,14499
LINC-ROR,1207
COX7A1,8481
RAB11B-AS1,8481
KANK3,8481
ARMC7,10750
TFB2M,14499
SCCPDH,14499
GDA,4233
KCNK4,9113
BRF1,6514
NID2,6514
ADAP2,10750
CFAP221,9803
DNAJB11,3979
MCUR1,3150
PLXNB1,3979
PTPRU,14499
RNASET2,3150
ZNF34,5194
ADHFE1,5194
SLC12A3,5049
SLC34A2,2237
SNX12,3226
SOCS5P4,3226
ATAD3B,14499
DHX57,9803
ZNF787,8481
SOX2-OT,3979
TULP4,3150
IDI2-AS1,2967
DLG1,3979
FAM155A,1058
GNL3L,3226
HIF1AN,2967
HMX3,2967
LINC01483,10750
LINC01497,10750
MEX3C,1207
MRO,1207
SLC15A1,1058
ST7,12397
NPIPB5,5049
CLDN16,3979
CLDN1,3979
MID1,3226
CTPS2,3226
PELP1,10750
PIK3AP1,2967
LYSMD4,8400
IMPDH2,3979
HIAT1,14499
ZBTB11-AS1,3979
NR2F6,8481
VPS13B,5194
MYO16,1058
SLC38A10,10750
ENTHD2,10750
C1QTNF4,9113
TIAL1,2967
MCMBP,2967
RSRC1,3979
PDAP1,12397
ATP5J2-PTCD1,12397
CCDC9,8481
DHX34,8481
MTOR,14499
PHACTR2,3150
SLC22A23,3150
DMXL1,3555
MOGAT2,9113
C12ORF49,7911
ATP10A,8400
TYRO3,8400
RTF1,8400
USP3,8400
NTSR1,2888
TAF1C,5049
KCNG4,5049
ZNF503-AS1,2967
MUC16,8481
ANKRD13A,7911
TCHP,7911
P2RX1,10750
RBPMS2,8400
LINC00686,2888
CHD2,8400
NUP85,10750
FANCM,6514
RPL13,5049
PRDX3,2967
DPYSL3,3555
TMEM182,9803
IL18R1,9803
STXBP4,10750
TOM1L1,10750
STRN,9803
SULT1C2,9803
AC058791.1,12397
COPG2,12397
DIO2,6514
BTNL8,3555
SERINC4,8400
MFAP1,8400
C16ORF58,5049
WBSCR17,12397
RRP8,9113
WNT2B,14499
ZUFSP,3150
KHDC1P1,3150
C7ORF60,12397
TMEM168,12397
CACNB4,9803
ST6GALNAC3,14499
PEPD,8481
LRP12,5194
GRB10,12397
BP-21201H5.1,1907
NUDCD1,5194
SYBU,5194
SLC7A11,2237
SDF2,10750
LATS1,3150
OXLD1,10750
SEPT7-AS1,12397
HERPUD2,12397
SYNE2,6514
FADS2P1,9113
HADHB,9803
RNF121,9113
P2RY2,9113
UBAP2,4233
TOM1,3475
PITPNB,3475
SAMD4A,6514
ZBTB24,3150
KCTD1,1207
IPO4,6514
CCDC127,3555
KANK1,4233
NPAS3,6514
MTCH2,9113
PDK2,10750
RALGAPA2,2888
RIOK3,1207
AQP4-AS1,1207
AEBP2,7911
DCLK1,1058
MYO9A,8400
SP2-AS1,10750
SP6,10750
NEGR1,14499
PTGER3,14499
ADA,2888
SERINC3,2888
APITD1-CORT,14499
CD3D,9113
MPZL2,9113
KCTD21-AS1,9113
USP35,9113
ANKLE1,8481
TCF7,3555
TTC16,4233
TJAP1,3150
ZMAT5,3475
ADNP,2888
TSNARE1,5194
TTC3,1907
CHST12,12397
KRT78,7911
TMEM241,1207
FANCD2,3979
ZYG11A,14499
SCP2,14499
FAM168A,9113
RAB6A,9113
HEXA,8400
HELZ,10750
HECW1,12397
PPP1R12B,14499
GRIP1,7911
RMDN2,9803
EFCAB8,2888
LGR6,14499
BRAF,12397
CRYBB2,3475
MIPEP,1058
FAM65B,3150
UMODL1-AS1,1907
PRSS42,3979
PRSS50,3979
SEMA3C,12397
XRRA1,9113
MIR194-2HG,9113
EHD1,9113
DMD,3226
FNBP4,9113
COX19,12397
RTEL1-TNFRSF6B,2888
TNFRSF6B,2888
ZSWIM8,2967
TMEM230,2888
TBC1D9B,3555
TSPAN2,14499
NGF,14499
ARIH2,3979
P4HTM,3979
PEG3,8481
RAB4B,8481
RAB4B-EGLN2,8481
ZIM2,8481
PIK3R3,14499
COL24A1,14499
TROVE2,14499
STRN4,8481
TBCA,3555
ZNF573,8481
FARSA,8481
RPL13A,8481
RAD54L,14499
TCEANC2,14499
ISLR,8400
CUL7,3150
MED24,10750
PDGFRA,2237
CLTA,4233
CRLF1,8481
EPDR1,12397
TMEM109,9113
RIN1,9113
MIPOL1,6514
SOAT1,14499
AXDND1,14499
CASP4,9113
RPL4,8400
TWSG1,1207
PIK3C3,1207
PPP4R3A,6514
HEATR3,5049
PKHD1L1,5194
HSDL2,4233
UBE2B,3555
SFTA3,6514
HDAC2,3150
ZNF649,8481
ELOVL6,2237
RAP2A,1058
PCDH9-AS1,1058
FBXL3,1058
TRPC4,1058
DYRK1A,1907
PPIEL,14499
INPP5B,14499
PABPC4,14499
TMCC1,3979
CYLD,5049
VPS8,3979
XRCC6,3475
PTPN1,2888
EBLN3,4233
ZCCHC7,4233
DCAF4,6514
TIAF1,10750
NANOS2,8481
RUNDC1,10750
KCNQ3,5194
PIAS4,8481
UNC5C,2237
ARHGAP17,5049
CCDC88C,6514
DYRK4,7911
SGK2,2888
IFT52,2888
ASB16,10750
USP10,5049
ZDHHC7,5049
TIA1,9803
DIRC2,3979
VWA2,2967
HJURP,9803
RC3H2,4233
ABCB9,7911
C2ORF42,9803
ENKD1,5049
TMPRSS2,1907
ADCK3,14499
INPP4A,9803
ZNF577,8481
FAM172A,3555
C5ORF47,3555
PSMG1,1907
RANBP17,3555
DOCK2,3555
CNOT6,3555
JMY,3555
DMGDH,3555
MAST4,3555
ZNF57,8481
PLPPR2,8481
KLK2,8481
ANO10,3979
ADGRV1,3555
RASA1,3555
C5ORF30,3555
PARD3B,9803
NREP,3555
ZNF410,6514
AC025918.2,8400
ACPP,3979
MARCKSL1,14499
ACLY,10750
COLCA1,9113
ELOVL2-AS1,3150
HSPA8,9113
SEPN1,14499
F13A1,3150
C19ORF48,8481
GFPT1,9803
KIF2C,14499
RPS8,14499
KLC2,9113
RELL2,3555
THAP7,3475
NIPSNAP1,3475
SNX27,14499
AP2B1,10750
LLNLF-65H9.1,8481
AC022153.1,8481
SEMA3B,3979
S100B,1907
PRPF19,9113
PLOD3,12397
CHPF,9803
CST3,2888
OLFML2A,4233
SDF4,14499
MICA,3150
RILPL2,7911
BATF2,9113
PNMA5,3226
ASRGL1,9113
ILF2,14499
CD99L2,3226
C1ORF127,14499
LSP1,9113
MAN2A1,3555
GRK6,3555
RPL35A,3979
STT3A,9113
IGLV2-23,3475
KLF2,8481
TMEM214,9803
IFNAR2,1907
HMCES,3979
PTP4A3,5194
SRSF1,10750
SLC7A1,1058
TMCO1,14499
UBAP2L,14499
RPL30,5194
RNF157,10750
RPS3,9113
ZBTB40,14499
AC005943.2,8481
MBD3,8481
PPP1CA,9113
SNX9,3150
HERPUD1,5049
MR1,14499
RHOC,14499
BAZ1B,12397
FAM46C,14499
ASNS,12397
MGAT2,6514
ARFGAP2,9113
NFYA,3150
NME1,10750
PSMB5,6514
SIN3B,8481
